CORPORATE_IDENTIFICATION_NUMBER;COMPANY_NAME;COMPANY_STATUS;COMPANY_CLASS;COMPANY_CATEGORY;COMPANY_SUB_CATEGORY;DATE_OF_REGISTRATION;REGISTERED_STATE;AUTHORIZED_CAP;PAIDUP_CAPITAL;INDUSTRIAL_CLASS;PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN;REGISTERED_OFFICE_ADDRESS;REGISTRAR_OF_COMPANIES;EMAIL_ADDR;LATEST_YEAR_ANNUAL_RETURN;LATEST_YEAR_FINANCIAL_STATEMENT
L40106GJ2010PLC091880;S. E. POWER LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;11-8-2010;Gujarat;406100000.0;406100000.0;40106.0;Electricity gas and water supply;Survey No. 54/B, PratapnagarJarod-Savli Road, Samlaya  ;ROCÂ AHMEDABAD;cs@sepower.in;31-3-2019;31-3-2019
L40106GJ2014PLC081036;SOLEX ENERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-10-2014;Gujarat;60000000.0;49400000.0;40106.0;Electricity gas and water supply;PLOT NO. 131/A, PHASE 1NR. KRIMY INDUSTRIES, GIDC  ;ROCÂ AHMEDABAD;sesin2009@gmail.com;31-3-2019;31-3-2019
L40106GJ2015PLC082007;ADANI GREEN ENERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-1-2015;Gujarat;25000000000.0;15640142800.0;40106.0;Electricity gas and water supply;Adani House, Nr. Mithakhali Six RoadsNavrangpura  ;ROCÂ AHMEDABAD;pragnesh.darji@adani.com;31-3-2019;31-3-2019
L40200GJ1998SGC035188;GUJARAT STATE PETRONET LIMITED   ;ACTV;Public;Company limited by Shares;State Govt company;23-12-1998;Gujarat;7000000000.0;5640633310.0;40200.0;Electricity gas and water supply;GSPC BHAVAN BEHIND UDYOG BHAVANSECTOR-11  ;ROCÂ AHMEDABAD;investors.gspl@gspc.in;31-3-2019;31-3-2019
L40200GJ2012SGC069118;GUJARAT GAS LIMITED   ;ACTV;Public;Company limited by Shares;State Govt company;21-2-2012;Gujarat;17571000000.0;1376780250.0;40200.0;Electricity gas and water supply;Gujarat Gas Limited, Gujarat Gas CNG StationSector 5/C, Gandhinagar  ;ROCÂ AHMEDABAD;rajeshwari.sharma@gujaratgas.com;31-3-2019;31-3-2019
L40300GJ2013PLC077803;ADANI TRANSMISSION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;9-12-2013;Gujarat;15000000000.0;10998100830.0;40300.0;Electricity gas and water supply;Adani House, Nr. Mithakhali Six Roads,Navrangpura  ;ROCÂ AHMEDABAD;pritesh.shah@adani.com;31-3-2019;31-3-2019
L45100GJ1991PLC016557;REDEX PROTECH LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;1-11-1991;Gujarat;70000000.0;67211500.0;45100.0;Construction;1ST FLOOR,CORPORATE HOUSE NO3,PARSHWANATH BUSINESSPARK, BH, PRAHLADNAGAR GARDEN,S.G.HIGHWAY,  ;ROCÂ AHMEDABAD;redex_92@yahoo.in;31-3-2019;31-3-2019
L45100GJ1995PLC024091;TIRUPATI SARJAN LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;4-1-1995;Gujarat;170000000.0;164990125.0;45100.0;Construction;A-11,12,13, SATYAMEV COMPLEX,OPP. GUJARAT HIGH COURT, S.G. HIGHWAY,  ;ROCÂ AHMEDABAD;cs.tirupatisarjan@gmail.com;31-3-2019;31-3-2019
L45100GJ2000PLC083204;NILA SPACES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-5-2000;Gujarat;450000000.0;393889200.0;45100.0;Construction;1st Floor, Sambhaav HouseOpp. Chief Justice Bunglow, Bodakdev  ;ROCÂ AHMEDABAD;secretarial@nilaspaces.com;31-3-2019;31-3-2019
L45200GJ1973PLC050790;STOVEC INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-6-1973;Gujarat;30000000.0;20880160.0;45200.0;Construction;N.I.D.C. Near Lambha Village, Post: Narol   ;ROCÂ AHMEDABAD;secretarial@stovec.com;31-12-2018;31-12-2018
L45200GJ1986PLC008717;JMC PROJECTS (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-6-1986;Gujarat;500000000.0;335810340.0;45200.0;Construction;A-104, SHAPATH-4, OPPL KARNAVATI CLUB,S.G. ROAD,  ;ROCÂ AHMEDABAD;cs@jmcprojects.com;31-3-2019;31-3-2019
L45200GJ1988PLC011049;SUMEET INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;1-8-1988;Gujarat;1750000000.0;1036423890.0;45200.0;Construction;504 TRIVIDHCHAMRERSOPP FIRE STATIONRING ROAD  ;ROCÂ AHMEDABAD;corporate@sumeetindustries.com;31-3-2019;31-3-2019
L45200GJ1991PLC015817;GANESH HOUSING CORPORATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-6-1991;Gujarat;500000000.0;492270900.0;45200.0;Construction;Ganesh Corporate House,100 Feet Hebatpur - ThaltejRoad, Near Sola Bridge, off S.G. Highway  ;ROCÂ AHMEDABAD;ganesh@ganeshhousing.com;31-3-2019;31-3-2019
L45200GJ1991PLC015878;PUROHIT CONSTRUCTION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-7-1991;Gujarat;100000000.0;44056000.0;45200.0;Construction;401 PUROHIT HOUSE OPP SARDARPATEL STADIUMNAVRANGPURA  ;ROCÂ AHMEDABAD;cs@purohitconstruction.com;31-3-2019;31-3-2019
L45200GJ1992PLC017761;NAVKAR BUILDERS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-6-1992;Gujarat;220000000.0;198838000.0;45200.0;Construction;304, Circle P, near Prahlad Nagar,S.G. Highway,  ;ROCÂ AHMEDABAD;navkarbuilders@yahoo.co.in;31-3-2019;31-3-2019
L45200GJ1992PLC018392;MADHAV INFRA PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-10-1992;Gujarat;620000000.0;576583240.0;45200.0;Construction;Madhav House, Plot No. 04,Nr. Panchratna Building, Subhanpura  ;ROCÂ AHMEDABAD;gopal.shah@madhavcorp.com;31-3-2019;31-3-2019
L45200GJ1994PLC061328;ATLANTA DEVCON LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-4-1994;Gujarat;141000000.0;140640490.0;45200.0;Construction;1009 HEMKUNTH, BEHIND LIC OFFICEASHRAM ROAD  ;ROCÂ AHMEDABAD;atlantadevcon@yahoo.com;31-3-2019;31-3-2019
L45200GJ1995PLC028373;PRABHAV INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-12-1995;Gujarat;550000000.0;460891000.0;45200.0;Construction;Shop No 119, Model Township Recedency,Saroli, Kadodara Road,  ;ROCÂ AHMEDABAD;prabhavind@gmail.com;31-3-2019;31-3-2019
L45200GJ2005PLC046870;HEC INFRA PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;6-10-2005;Gujarat;21000000.0;20276320.0;45200.0;Construction;SIGMA 1 CORPORATE, CORPORATE HOUSE NO.6,SINDHUBHAWAN ROAD,NR.MAHAN PARTY PLOT CROSSROAD,BODAKDEV  ;ROCÂ AHMEDABAD;elect@hecproject.com;31-3-2019;31-3-2019
L45200GJ2006PLC048776;RATNABHUMI DEVELOPERS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;27-7-2006;Gujarat;140000000.0;137000000.0;45200.0;Construction;S.F. 207, TURQUOISE, PANCHVATI PANCH RASTANR. WHITE HOUSE E.B., C.G. ROAD  ;ROCÂ AHMEDABAD;compliance@ratnagroup.co.in;31-3-2019;31-3-2019
L45200GJ2011PLC064107;ART NIRMAN LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-2-2011;Gujarat;250000000.0;249560000.0;45200.0;Construction;410, JBR Arcade,Science City Road, Sola  ;ROCÂ AHMEDABAD;cs@artnirman.com;31-3-2019;31-3-2019
L45200GJ2014PLC079847;ACCORD SYNERGY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-6-2014;Gujarat;50000000.0;34720000.0;45200.0;Construction;302 SHINE PLAZANATUBHI CIRCLE RACE COURSE  ;ROCÂ AHMEDABAD;info@accordsynergy.com;31-3-2019;31-3-2019
L45200GJ2015PLC083577;BIGBLOC CONSTRUCTION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;17-6-2015;Gujarat;150000000.0;141575750.0;45200.0;Construction;6TH FLOOR, A-601/B, INTERNATIONAL TRADE CENTRE,MAJURA GATE, RING ROAD,  ;ROCÂ AHMEDABAD;bigblockconstructionltd@gmail.com;31-3-2019;31-3-2019
L45201GJ1982PLC005148;B NANJI ENTERPRISES LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;15-4-1982;Gujarat;60000000.0;55145200.0;45201.0;Construction;MOORTI BUNGLOWS, 5 ASHOKNAGAR CO-OPERATIVE HOUSINGSOCIETY LTD. B/H. SUNDERVAN, SATELLITE,  ;ROCÂ AHMEDABAD;bnanji@hotmail.com;31-3-2017;31-3-2017
L45201GJ1985PLC008338;JAIHIND PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-12-1985;Gujarat;250000000.0;97574430.0;45201.0;Construction;3RD FLOOR, VENUS ATLANTIS,NR. RELIANCE PETROL PUMPNR. PRAHLADNAGAR GARDEN, ANANDNAGAR ROAD, VEJALPUR  ;ROCÂ AHMEDABAD;cs@jpl.co.in;31-3-2019;31-3-2019
L45201GJ1985PLC008361;PARSHWANATH CORPORATION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;31-12-1985;Gujarat;100000000.0;31318370.0;45201.0;Construction;50 HARISIDDH CHAMBERS,3RDFLOOR, ASHARM ROAD  ;ROCÂ AHMEDABAD;ltd@parshwanath.co.in;31-3-2019;31-3-2019
L45201GJ1986PLC008577;CHARTERED CAPITAL AND INVESTMENT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;21-3-1986;Gujarat;70000000.0;30116000.0;45201.0;Construction;711MAHAKANT SHOPPING & OFFICE COMPLEXOPP.V.S.HOSPITAL, ASHRAM ROAD, AHMEDABAD.  ;ROCÂ AHMEDABAD;info@charteredcapital.net;31-3-2019;31-3-2019
L45201GJ1989PLC011760;RAINBOW HOUSING DEVELOPMENT AND FINANCECORPN LIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;11-1-1989;Gujarat;100000000.0;54265500.0;45201.0;Construction;RAINBOW HOUSE   ;ROCÂ AHMEDABAD;compliancerainbowhousing@gmail.com;31-3-2014;31-3-2011
L45201GJ1990PLC013417;NILA INFRASTRUCTURES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-2-1990;Gujarat;500000000.0;393889200.0;45201.0;Construction;I ST FLOOR, SAMBHAAV HOUSE,OPP.CHIEF JUSTICE'S BUNGALOW, BODAKDEV  ;ROCÂ AHMEDABAD;dipen@nilainfra.com;31-3-2019;31-3-2019
L45201GJ1990PLC013979;SHREE KRISHNA INFRASTRUCTURE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-7-1990;Gujarat;30000000.0;30000000.0;45201.0;Construction;BUNGALOW NO.36, RANG RESIDENCY,VADIA, RAJPIPLA-393145  ;ROCÂ AHMEDABAD;skifl2007@gmail.com;31-3-2019;31-3-2019
L45201GJ1992PLC018294;AJWA FUN WORLD AND RESORT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-9-1992;Gujarat;250000000.0;63900000.0;45201.0;Construction;AJWA NIMETA ROAD P O AJWACOMPOUND-TA-WAGHODIYA  ;ROCÂ AHMEDABAD;accajwaworld@gmail.com;31-3-2019;31-3-2019
L45201GJ1992PLC093662;SHARANAM INFRAPROJECT AND TRADINGLIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;5-2-1992;Gujarat;55000000.0;50001000.0;45201.0;Construction;303, Earth Arise, Nr. Y.M.C.A. Club,S. G. Road, Makarba, Vejalpur,  ;ROCÂ AHMEDABAD;sharanaminfraandtrading@gmail.com;31-3-2019;31-3-2019
L45201GJ1993PLC019120;SHUKUN CONSTRUCTION LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-3-1993;Gujarat;60000000.0;51093000.0;45201.0;Construction;B-4, OFFICE NO.3, BASEMENT, SAHJANAND COMPLEXNEAR HDFC ATM CENTER, SWASTIK CHAR RASTA, C.G ROAD  ;ROCÂ AHMEDABAD;jigarshahca@gmail.com;;
L45201GJ1994PLC021580;ASEAN INDUSTRIAL STRUCTURES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-3-1994;Gujarat;270000000.0;175728000.0;45201.0;Construction;3RD FLOOR, PUSHKAR CHAMBERS,PROF MANEKRAO ROAD,DANDIA BAZAR,  ;ROCÂ AHMEDABAD;dtv18@yahoo.com;31-3-2017;31-3-2017
L45201GJ1994PLC022998;BRIYA ENTERPRISE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;12-9-1994;Gujarat;50000000.0;45288000.0;45201.0;Construction;9, 3RD FLOOR, HARSIDHH CHAMBERS,INCOME TAX, CHAR RASTA, ASHRAM ROAD  ;ROCÂ AHMEDABAD;arihantenterahd@gmail.com;31-3-2019;31-3-2019
L45201GJ1994PLC023414;GCCL CONSTRUCTION AND REALITIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-10-1994;Gujarat;125000000.0;120014000.0;45201.0;Construction;A-115, SIDDHI VINAYAK TOWERS,B/H. DCP OFFICE, OFF S.G. HIGHWAY, MAKARBA  ;ROCÂ AHMEDABAD;pinakincs@yahoo.com;31-3-2019;31-3-2019
L45201GJ1994PLC023920;WELSPUN ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;20-12-1994;Gujarat;1800500000.0;1484580560.0;45201.0;Construction;Welspun City,Village Versamedi, Taluka Anjar,  ;ROCÂ AHMEDABAD;companysecretary_wel@welspun.com;31-3-2019;31-3-2019
L45201GJ1995PLC024491;RADHE DEVELOPERS (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-2-1995;Gujarat;310000000.0;251799000.0;45201.0;Construction;FIRST FLOOR, CHUNIBHAI CHAMBERS, B/H. CITY GOLD(OLD DIPALI THEATRE)ASHRAM ROAD  ;ROCÂ AHMEDABAD;secretarial@radheinfra.com;31-3-2019;31-3-2019
L45201GJ1995PLC024895;INDIA INFRASPACE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-3-1995;Gujarat;110000000.0;28000000.0;45201.0;Construction;701, Sarap Building,Opp. Navjeevan Press, Ashram Road  ;ROCÂ AHMEDABAD;investorindiainfraspace@gmail.com;31-3-2019;31-3-2019
L45201GJ1995PLC026762;AMIGANGA INFRASTRUCTURE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-7-1995;Gujarat;60000000.0;52049000.0;45201.0;Construction;SHOP NO 8, UPPER LEVEL,ANKUR BUILDING,BEHIND TOWN HALL, ELLISBRIDGE  ;ROCÂ AHMEDABAD;amiganaga.inf@gmail.com;31-3-2019;31-3-2019
L45201GJ1996PLC029311;SHAIVAL REALITY LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;10-4-1996;Gujarat;150000000.0;115740000.0;45201.0;Construction;A/1, Maharaja Palace, Near Vijay Cross RoadNavrangpura  ;ROCÂ AHMEDABAD;shaivalgroup@gmail.com;31-3-2018;31-3-2019
L45201GJ2004PLC044481;BHANDERI INFRACON LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-7-2004;Gujarat;50000000.0;25966000.0;45201.0;Construction;B/12, Jabuka Complex, Nr. Bajrang Ashram,Below Vikas School, NH - 8, Thakkar Bapanagar  ;ROCÂ AHMEDABAD;bhanderiinfracon@gmail.com;31-3-2019;31-3-2019
L45201GJ2007PLC052114;SHASHIJIT INFRAPROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;5-11-2007;Gujarat;125000000.0;103440000.0;45201.0;Construction;PLOT NO. 209, SHOP NO. 23, 2ND FLOOR,GIRNAR KHUSHBOO PLAZA, GIDC,  ;ROCÂ AHMEDABAD;info@shashijitinfraprojects.com;31-3-2019;31-3-2019
L45201GJ2008PLC054868;PSP PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-8-2008;Gujarat;500000000.0;360000000.0;45201.0;Construction;"""PSP House"", Opp. Celesta Courtyard,Opp. lane of Vikram Nagar Colony, Iscon-Ambli Road  ";ROCÂ AHMEDABAD;mittali@pspprojects.com;31-3-2019;31-3-2019
L45201GJ2008PLC055771;ARVIND SMARTSPACES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-12-2008;Gujarat;500000000.0;355535500.0;45201.0;Construction;24, Government Servant's Society,Near Municipal Market, off. C.G.Road, Navrangpura,  ;ROCÂ AHMEDABAD;prakash.makwana@arvind.in;31-3-2019;31-3-2019
L45202GJ1986PLC009042;GUJARAT APOLLO INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-10-1986;Gujarat;200000000.0;126619150.0;45202.0;Construction;Block No. 486, 487, 488 Mouje Dholasan,Taluka and District: Mehsana  ;ROCÂ AHMEDABAD;cs@gapollo.net;31-3-2019;31-3-2019
L45202GJ2007PLC049808;SADBHAV INFRASTRUCTURE PROJECT LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-1-2007;Gujarat;4030000000.0;3522250000.0;45202.0;Construction;SADBHAV HOUSE,OPP.LAW GARDEN POLICE CHOWKI,ELLISBRIDGE,AHMEDABAD  ;ROCÂ AHMEDABAD;investor@sadbhavinfra.co.in;31-3-2019;31-3-2019
L45203GJ1997PLC032347;TRANSWIND INFRASTRUCTURES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-5-1997;Gujarat;70000000.0;66890000.0;45203.0;Construction;74, NEW YORK TOWER-AOPP. JAIN DERASAR, S. G. HIGHWAY, THALTEJ  ;ROCÂ AHMEDABAD;cs@transwind.in;31-3-2019;31-3-2019
L45208GJ1983PLC006056;GUJARAT TOOLROOM LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-3-1983;Gujarat;50000000.0;6953600.0;45208.0;Construction;402, Sheel Complex,Nr. Mithakhali Under Bridge, Navrangpura,  ;ROCÂ AHMEDABAD;gurjarvrain@rediffmail.com;31-3-2019;31-3-2019
L45208GJ1991PLC016853;MAITRI ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-12-1991;Gujarat;50000000.0;19000000.0;45208.0;Construction;"""Gayatri House"", Ashok Vihar, Near Maitri AvenueSociety,Opp. Govt. Eng. College, Motera, Sabarmati  ";ROCÂ AHMEDABAD;compliance@maitrienterprises.com;31-3-2019;31-3-2019
L45209GJ1995PLC025153;EMPORIS PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;24-3-1995;Gujarat;100000000.0;82016000.0;45209.0;Construction;Shop No 119, Model Township Recedency,saroli Kadodara Road,Surat  ;ROCÂ AHMEDABAD;emporisltd@gmail.com;31-3-2010;31-3-2010
L45209GJ1999PLC036003;AKASH INFRA-PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;14-5-1999;Gujarat;170000000.0;168625340.0;45209.0;Construction;2 GROUND FLOOR ABHISHEK COMPLEX,OPP. HOTEL HAVELI, SECTOR-11  ;ROCÂ AHMEDABAD;cs@akashinfra.com;31-3-2019;31-3-2019
L45300GJ1995PLC027912;ISHAAN INFRASTRUCTURES AND SHELTERSLIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;19-10-1995;Gujarat;75000000.0;64746000.0;45300.0;Construction;A/OFFICE-505, SHILP AARON, SINDHU BHAVAN ROADNR. PAKVAN CIRCLE,OPP.AMIEDA CLINIC, BODAKDEV,  ;ROCÂ AHMEDABAD;ishaaninfra9@gmail.com;31-3-2019;31-3-2019
L45400GJ1988PLC011322;SADBHAV ENGINEERING LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;3-10-1988;Gujarat;200000000.0;171571000.0;45400.0;Construction;SADBHAV HOUSE,  OPP-LAW GARDEN POLICE CHOWKI,ELLISBRIDGE,  ;ROCÂ AHMEDABAD;tushar.shah@sadbhav.co.in;31-3-2019;31-3-2019
L45400GJ1992PLC017520;ATLANTA INFRASTRUCTURE AND FINANCELIMITED  ;ACTV;Public;Company limited by Shares;Non-govt company;29-4-1992;Gujarat;120000000.0;115500000.0;45400.0;Construction;822, STAR CHAMBERSHARIHAR CHOWK  ;ROCÂ AHMEDABAD;atlantainfrafin@yahoo.com;31-3-2019;31-3-2019
L45400GJ1994PLC023416;GCCL INFRASTRUCTURE AND PROJECTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;25-10-1994;Gujarat;66000000.0;60055000.0;45400.0;Construction;A-115, SIDDHI VINAYAK TOWERS,B/H. DCP OFFICE, OFF S.G. HIGHWAY, MAKARBA  ;ROCÂ AHMEDABAD;gujaratcredit@gmail.com;31-3-2019;31-3-2019
L51100GJ1961PLC001039;BANCO PRODUCTS (INDIA) LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;16-3-1961;Gujarat;304000000.0;143037300.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;BIL, NEAR BHAILI RAILWAY STATIONPADRA ROAD  ;ROCÂ AHMEDABAD;sec@bancoindia.com;31-3-2019;31-3-2019
L51100GJ1972PLC036313;ASIS LOGISTICS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;15-4-1972;Gujarat;750000000.0;7530000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;Unit No. 611, Skylon Co-operative Housing Society,GIDC, Char Rasta,  ;ROCÂ AHMEDABAD;cslogistics@asisindia.com;31-3-2019;31-3-2019
L51100GJ1981PLC004285;NACHMO KNITEX LIMITED   ;ULQD;Public;Company limited by Shares;Non-govt company;23-4-1981;Gujarat;400000000.0;150293000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;TEXCELLENCE COMPLEX,KHOKHARA MEHMEDABAD,  ;ROCÂ AHMEDABAD;nachmo@rediffmail.com;31-3-2008;31-3-2008
L51100GJ1983PLC006041;KONNDOR INDUSTRIES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;23-3-1983;Gujarat;60000000.0;55040000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;201, Avdhesh House, Nr. Devang ParkOpp. Guru Govind Gurudwara, S.G. Highway, Thaltej  ;ROCÂ AHMEDABAD;armspaperltd@gmail.com;31-3-2019;31-3-2019
L51100GJ1983PLC006308;RAPPORT TRADING LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;20-6-1983;Gujarat;2500000.0;2400000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;183, MANEKBAG SOCIETYAMBAWADI  ;ROCÂ AHMEDABAD;hjshah.mardia@rediffmail.com;31-3-2012;31-3-2013
L51100GJ1984PLC007506;MALLI ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;19-12-1984;Gujarat;2450000.0;2450000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;183, MANEKBAUG SOCIETY, AMBAWADI,   ;ROCÂ AHMEDABAD;hjshah.mardia@rediffmail.com;31-3-2012;31-3-2013
L51100GJ1984PLC020026;AMANI TRADING AND EXPORTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-2-1984;Gujarat;7500000.0;699700.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;32,MILAN PARK SOCIETY,NR.JAWAHAR CHOWK, MANINAGAR,  ;ROCÂ AHMEDABAD;amaniexports@yahoo.co.in;31-3-2019;31-3-2019
L51100GJ1984PLC024704;AASWA TRADING AND EXPORTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;7-11-1984;Gujarat;7500000.0;7200000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;32, MILANPARK SOCIETY,NR. JAWAHAR CHOWK, MANINAGAR,  ;ROCÂ AHMEDABAD;aaswaexports@yahoo.co.in;31-3-2019;31-3-2019
L51100GJ1984PLC082579;SHIVANSH FINSERVE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;18-12-1984;Gujarat;102500000.0;62400000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;22, First Floor, Harsidhh Complex,Opp. Kalupur Commercial Bank, Income Tax, Ashram R  ;ROCÂ AHMEDABAD;shivanshfinserve@gmail.com;31-3-2019;31-3-2019
L51100GJ1985PLC007995;VADILAL ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-7-1985;Gujarat;20000000.0;8626680.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;COLLONADE Building, 10th Floor,Opp. Iscon Temple BRTS Bus Stand, Ambli Bopal Road  ;ROCÂ AHMEDABAD;shareslogs@vadilalgroup.com;31-3-2019;31-3-2019
L51100GJ1989PLC012165;GOBLIN INDIA LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;26-4-1989;Gujarat;110000000.0;104438760.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;CAMEX HOUSE  1ST FLOORCOMMERS ROADNAVRANGPURA  ;ROCÂ AHMEDABAD;cs@goblinindia.com;31-3-2019;31-3-2019
L51100GJ1990PLC013784;SACHETA METALS LTD   ;ACTV;Public;Company limited by Shares;Non-govt company;17-5-1990;Gujarat;250000000.0;189400000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;BLOCK NO 33 SACHETA VIDHYANAGAR VILL-MAHIYALTAL-PRANTIJ  ;ROCÂ AHMEDABAD;sacheta@sacheta.com;31-3-2019;31-3-2019
L51100GJ1992PLC017613;WELTERMAN INTERNATIONAL LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;13-5-1992;Gujarat;60000000.0;44413000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;PLOT NO 1135 AT & POST-MANJUSAR LAMDAPURA ROAD TA-SAVLI DIST-  ;ROCÂ AHMEDABAD;welterman.baroda52@gmail.com;31-3-2019;31-3-2019
L51100GJ1993PLC019067;ADANI ENTERPRISES LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;2-3-1993;Gujarat;4904200000.0;1099810083.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;ADANI HOUSE, SHRIMALI SOCIETY,MITHAKHALI SIX ROAD, NAVRANGPURA  ;ROCÂ AHMEDABAD;jaladhi.shukla@adani.com;31-3-2019;31-3-2019
L51100GJ1994PLC022388;SUN AND SHINE WORLDWIDE LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;30-6-1994;Gujarat;510000000.0;500000000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;33, White House, Panchwati Cross Road,Ambawadi, Ahmedabad  ;ROCÂ AHMEDABAD;sunandshineworldwideltd@gmail.com;31-3-2019;31-3-2019
L51100GJ1994PLC022438;SUNDAY EXPORTS LIMITED   ;ACTV;Public;Company limited by Shares;Non-govt company;8-7-1994;Gujarat;55000000.0;50000000.0;51100.0;Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods;SUNDAY SILK MILL COMPOUND SUNDAY HOUSE ASHVINIKUMAR ROAD  ;ROCÂ AHMEDABAD;sundayexports@hotmail.com;31-3-2010;31-3-2010
